Id,País,ano,volume,valor
1,Africa do Sul,2009,11839,9400
1,Africa do Sul,2010,37353,31729
1,Africa do Sul,2011,38796,34605
1,Africa do Sul,2012,74388,71839
1,Africa do Sul,2013,67758,68254
1,Africa do Sul,2014,43104,40489
1,Africa do Sul,2015,13125,13209
1,Africa do Sul,2016,7154,5841
1,Africa do Sul,2017,22029,17551
1,Africa do Sul,2018,21618,18334
1,Africa do Sul,2019,0,0
1,Africa do Sul,2020,0,0
1,Africa do Sul,2021,0,0
1,Africa do Sul,2022,0,0
1,Africa do Sul,2023,0,0
2,Alemanha,2009,0,0
2,Alemanha,2010,0,0
2,Alemanha,2011,0,0
2,Alemanha,2012,0,0
2,Alemanha,2013,0,0
2,Alemanha,2014,0,0
2,Alemanha,2015,6496,46692
2,Alemanha,2016,6540,75902
2,Alemanha,2017,0,0
2,Alemanha,2018,80,652
2,Alemanha,2019,0,0
2,Alemanha,2020,0,0
2,Alemanha,2021,0,0
2,Alemanha,2022,0,0
2,Alemanha,2023,0,0
3,Argentina,2009,0,0
3,Argentina,2010,108000,138240
3,Argentina,2011,0,0
3,Argentina,2012,0,0
3,Argentina,2013,0,0
3,Argentina,2014,0,0
3,Argentina,2015,0,0
3,Argentina,2016,59028,80898
3,Argentina,2017,72900,90518
3,Argentina,2018,2998,3139
3,Argentina,2019,0,0
3,Argentina,2020,0,0
3,Argentina,2021,0,0
3,Argentina,2022,0,0
3,Argentina,2023,0,0
4,Austria,2009,0,0
4,Austria,2010,0,0
4,Austria,2011,3264,3254
4,Austria,2012,0,0
4,Austria,2013,0,0
4,Austria,2014,0,0
4,Austria,2015,0,0
4,Austria,2016,0,0
4,Austria,2017,1333,1467
4,Austria,2018,0,0
4,Austria,2019,666,655
4,Austria,2020,0,0
4,Austria,2021,0,0
4,Austria,2022,0,0
4,Austria,2023,0,0
5,Canadá,2009,0,0
5,Canadá,2010,0,0
5,Canadá,2011,0,0
5,Canadá,2012,0,0
5,Canadá,2013,0,0
5,Canadá,2014,0,0
5,Canadá,2015,0,0
5,Canadá,2016,0,0
5,Canadá,2017,0,0
5,Canadá,2018,0,0
5,Canadá,2019,0,0
5,Canadá,2020,0,0
5,Canadá,2021,0,0
5,Canadá,2022,0,0
5,Canadá,2023,0,0
6,"Coreia do Sul, República",2009,16661,17249
6,"Coreia do Sul, República",2010,15080,18097
6,"Coreia do Sul, República",2011,130902,136380
6,"Coreia do Sul, República",2012,542548,577061
6,"Coreia do Sul, República",2013,176796,227252
6,"Coreia do Sul, República",2014,12655,14784
6,"Coreia do Sul, República",2015,85145,49712
6,"Coreia do Sul, República",2016,30022,44524
